,date,article,neg,neu,pos,compound
0,2012-01-31,air_marshal,0.19089704565801321,0.7648460161145959,0.044254252461951644,-0.3376269471799448
1,2012-02-29,air_marshal,0.07799264029438831,0.8748932842686303,0.04711223551057958,-0.0690434222631094
2,2012-03-31,air_marshal,0.036184991273996533,0.8896300174520072,0.07417975567190228,0.08430872600349043
3,2012-04-30,air_marshal,0.04148327759197324,0.8478979933110364,0.11060702341137124,0.13545301003344476
4,2012-05-31,air_marshal,0.019064908722109534,0.9345172413793106,0.04640567951318461,0.052239553752535486
5,2012-06-30,air_marshal,0.02530976863753213,0.9033264781491002,0.07136375321336758,0.08794267352185084
6,2012-07-31,air_marshal,0.0361648351648352,0.9024295704295695,0.06141158841158843,0.044576923076923056
7,2012-08-31,air_marshal,0.04640441882804998,0.8765283381364065,0.07706532180595575,0.04785513928914502
8,2012-09-30,air_marshal,0.04315229563269886,0.8345341545352749,0.12232138857782748,0.0790901455767074
9,2012-10-31,air_marshal,0.029243004418262164,0.8973372606774672,0.07341531664212078,0.08114300441826212
10,2012-11-30,air_marshal,0.0382870514820593,0.8553057722308884,0.10640405616224646,0.09546287051482043
11,2012-12-31,air_marshal,0.03942805100182153,0.8705519125683059,0.09001912568306004,0.09658041894353372
12,2013-01-31,air_marshal,0.054266203703703636,0.8727569444444443,0.07298070987654323,0.006086111111111114
13,2013-02-28,air_marshal,0.05968801089918252,0.8286771117166202,0.11164441416893732,0.07626117166212526
14,2013-03-31,air_marshal,0.04420312500000001,0.8619406250000005,0.0938453125,0.07549749999999998
15,2013-04-30,air_marshal,0.04809689213893965,0.8452029250457033,0.1066965265082267,0.0860053016453381
16,2013-05-31,air_marshal,0.06657801899592942,0.839435549525103,0.09399864314789694,0.03230027137042064
17,2013-06-30,air_marshal,0.06866066066066069,0.8226951951951952,0.10863063063063062,0.06946771771771752
18,2013-07-31,air_marshal,0.03282475355969331,0.8908751369112817,0.07630230010952896,0.07912464403066807
19,2013-08-31,air_marshal,0.05901675041876044,0.7900552763819098,0.15093969849246236,0.12219916247906193
20,2013-09-30,air_marshal,0.05458473282442748,0.8393679389312976,0.10605038167938921,0.06785877862595414
21,2013-10-31,air_marshal,0.14558280739934762,0.8270981501632362,0.027315778019586477,-0.2526176278563713
22,2013-11-30,air_marshal,0.04903556485355649,0.8643410041841008,0.08662133891213389,0.04147928870292889
23,2013-12-31,air_marshal,0.04963663220088628,0.8509276218611525,0.0994283604135894,0.08011225997045783
24,2014-01-31,air_marshal,0.04513520749665332,0.8618621151271773,0.09299866131191434,0.07377188755020071
25,2014-02-28,air_marshal,0.03284710017574693,0.8860140597539564,0.08113532513181021,0.08823277680140612
26,2014-03-31,air_marshal,0.044044776119403,0.8890706991358988,0.06689159465828753,0.04492670856245086
27,2014-04-30,air_marshal,0.12852558635394432,0.7721647121535191,0.09922921108742053,-0.04797745202558713
28,2014-05-31,air_marshal,0.08948612440191375,0.7951502392344528,0.11534641148325378,0.04336277511961683
29,2014-06-30,air_marshal,0.08294014732965058,0.8135147329650058,0.1036731123388584,0.016625598526703173
30,2014-07-31,air_marshal,0.045989096573208696,0.8828925233644854,0.07112772585669783,0.04107912772585676
31,2014-08-31,air_marshal,0.03755113636363639,0.9086840909090924,0.053763636363636354,0.015356590909090903
32,2014-09-30,air_marshal,0.21436319511856913,0.7703612536402754,0.015287200110941543,-0.45171202329773563
33,2014-10-31,air_marshal,0.13123140495867752,0.7550137741046801,0.11375895316804387,-0.08205743801652893
34,2014-11-30,air_marshal,0.09763837638376383,0.7854492619926211,0.11689206642066428,0.05509326568265693
35,2014-12-31,air_marshal,0.034953358208955246,0.9212994402985072,0.043752798507462685,-0.004061100746268629
0,2012-01-31,alcohol_and_tobacco_tax_and_trade_bureau,0.0,0.868,0.132,0.4404
1,2012-02-29,alcohol_and_tobacco_tax_and_trade_bureau,,,,
2,2012-03-31,alcohol_and_tobacco_tax_and_trade_bureau,0.0,0.9776666666666666,0.022333333333333334,0.07945
3,2012-04-30,alcohol_and_tobacco_tax_and_trade_bureau,0.0,0.9422,0.0578,0.1165
4,2012-05-31,alcohol_and_tobacco_tax_and_trade_bureau,0.0,0.975,0.024999999999999998,0.06676666666666667
5,2012-06-30,alcohol_and_tobacco_tax_and_trade_bureau,0.0,0.9158333333333335,0.08416666666666667,0.21196111111111113
6,2012-07-31,alcohol_and_tobacco_tax_and_trade_bureau,0.0,0.9523333333333334,0.04766666666666667,0.11973333333333334
7,2012-08-31,alcohol_and_tobacco_tax_and_trade_bureau,0.0,0.9176,0.0824,0.22139999999999999
8,2012-09-30,alcohol_and_tobacco_tax_and_trade_bureau,0.0,0.9496666666666668,0.050333333333333334,0.17516666666666666
9,2012-10-31,alcohol_and_tobacco_tax_and_trade_bureau,0.02475,0.8255,0.14975,0.350275
10,2012-11-30,alcohol_and_tobacco_tax_and_trade_bureau,0.0,0.8500000000000001,0.15,0.36815
11,2012-12-31,alcohol_and_tobacco_tax_and_trade_bureau,0.048666666666666664,0.8602777777777778,0.09105555555555556,0.15090555555555554
12,2013-01-31,alcohol_and_tobacco_tax_and_trade_bureau,0.0,1.0,0.0,0.0
13,2013-02-28,alcohol_and_tobacco_tax_and_trade_bureau,0.0,0.9365714285714286,0.06342857142857143,0.17275714285714286
14,2013-03-31,alcohol_and_tobacco_tax_and_trade_bureau,0.0,0.943888888888889,0.05611111111111111,0.14686666666666667
15,2013-04-30,alcohol_and_tobacco_tax_and_trade_bureau,0.02825,0.9088749999999999,0.062875,0.087
16,2013-05-31,alcohol_and_tobacco_tax_and_trade_bureau,0.0,0.9299999999999999,0.07,0.23835
17,2013-06-30,alcohol_and_tobacco_tax_and_trade_bureau,0.0,0.957,0.043,0.0934625
18,2013-07-31,alcohol_and_tobacco_tax_and_trade_bureau,0.0,0.931153846153846,0.06884615384615385,0.14629999999999999
19,2013-08-31,alcohol_and_tobacco_tax_and_trade_bureau,0.0,0.9742352941176471,0.025764705882352943,0.07608235294117648
20,2013-09-30,alcohol_and_tobacco_tax_and_trade_bureau,0.0,0.8795,0.1205,0.35105000000000003
21,2013-10-31,alcohol_and_tobacco_tax_and_trade_bureau,0.02847619047619048,0.9450238095238096,0.026523809523809526,-0.008828571428571429
22,2013-11-30,alcohol_and_tobacco_tax_and_trade_bureau,0.0,0.94775,0.052250000000000005,0.1423
23,2013-12-31,alcohol_and_tobacco_tax_and_trade_bureau,,,,
24,2014-01-31,alcohol_and_tobacco_tax_and_trade_bureau,0.0,1.0,0.0,0.0
25,2014-02-28,alcohol_and_tobacco_tax_and_trade_bureau,0.0,0.9580000000000001,0.042,0.10606666666666666
26,2014-03-31,alcohol_and_tobacco_tax_and_trade_bureau,0.0,1.0,0.0,0.0
27,2014-04-30,alcohol_and_tobacco_tax_and_trade_bureau,0.030098591549295776,0.8344929577464792,0.13539436619718312,0.3097845070422537
28,2014-05-31,alcohol_and_tobacco_tax_and_trade_bureau,0.0,0.9658333333333333,0.03416666666666667,0.10396666666666667
29,2014-06-30,alcohol_and_tobacco_tax_and_trade_bureau,0.0,0.9186825396825387,0.08131746031746033,0.19450634920634904
30,2014-07-31,alcohol_and_tobacco_tax_and_trade_bureau,0.022399999999999996,0.9776,0.0,-0.068
31,2014-08-31,alcohol_and_tobacco_tax_and_trade_bureau,0.0,0.919,0.081,0.23835
32,2014-09-30,alcohol_and_tobacco_tax_and_trade_bureau,0.0765,0.9235,0.0,-0.2202
33,2014-10-31,alcohol_and_tobacco_tax_and_trade_bureau,0.018571428571428572,0.9377142857142857,0.04371428571428571,0.06301428571428572
34,2014-11-30,alcohol_and_tobacco_tax_and_trade_bureau,0.033,0.8998000000000002,0.067,0.06565999999999998
35,2014-12-31,alcohol_and_tobacco_tax_and_trade_bureau,0.0,0.9872,0.0128,0.04215
0,2012-01-31,border_patrol,0.08156038481360577,0.8353363683215962,0.08311303899673556,-0.038414361793505894
1,2012-02-29,border_patrol,0.11032654966392834,0.8279736743838672,0.061700896191187425,-0.12111129574308985
2,2012-03-31,border_patrol,0.087823116518484,0.8434626423334872,0.06871673685852452,-0.0415569333957259
3,2012-04-30,border_patrol,0.15047601476014583,0.7924236162361609,0.05709815498154944,-0.19814318397469485
4,2012-05-31,border_patrol,0.10123582608695704,0.844513855072455,0.054250434782608506,-0.11191334492753764
5,2012-06-30,border_patrol,0.1156695603989662,0.825389915035087,0.05893221278167746,-0.13910253971185935
6,2012-07-31,border_patrol,0.1328138009504048,0.8223175824911362,0.04486553778194232,-0.20080078308011462
7,2012-08-31,border_patrol,0.12235825618188209,0.8224333763037606,0.05520707840149998,-0.16340183991562246
8,2012-09-30,border_patrol,0.1353538698103549,0.8172813941568392,0.04736822142491046,-0.2044268272680685
9,2012-10-31,border_patrol,0.2022928154030621,0.7478670587353927,0.0498575067425834,-0.37894590200777684
10,2012-11-30,border_patrol,0.1052334442786652,0.8229946057614957,0.07178044301618264,-0.09952036038104167
11,2012-12-31,border_patrol,0.11435374414976648,0.8355456318252764,0.05010088403536143,-0.13646535361414766
12,2013-01-31,border_patrol,0.09764953402993569,0.8385611409206443,0.06378720700367153,-0.07916142332674363
13,2013-02-28,border_patrol,0.09093011290553124,0.8427304559096686,0.06633800200085747,-0.05517550378733755
14,2013-03-31,border_patrol,0.10460416847590319,0.8415340859748265,0.053860703430308264,-0.1087076595744659
15,2013-04-30,border_patrol,0.12662686879247118,0.8129550444328242,0.060407841087297263,-0.135090235232619
16,2013-05-31,border_patrol,0.08544756704673208,0.8405034527059553,0.0740452866548902,-0.04059698088967392
17,2013-06-30,border_patrol,0.0872809573361086,0.8411070499479684,0.07160835067637891,-0.036112630072840594
18,2013-07-31,border_patrol,0.09758767884592652,0.8389846281187049,0.06342036183043649,-0.08034757006030481
19,2013-08-31,border_patrol,0.09763597328244254,0.8202818066157749,0.0820908078880407,-0.04351927480916025
20,2013-09-30,border_patrol,0.10489665809768639,0.8200982005141408,0.07499640102827718,-0.0669253641816627
21,2013-10-31,border_patrol,0.09929937706119511,0.8405960669353821,0.060101624526688775,-0.08909352632221745
22,2013-11-30,border_patrol,0.13728478527607485,0.8142196319018404,0.0484925153374233,-0.20310377914110367
23,2013-12-31,border_patrol,0.12099662605435803,0.8188611059044069,0.06014133083411437,-0.14418221180880825
24,2014-01-31,border_patrol,0.10411747073936616,0.8414573222951719,0.054415358264344765,-0.11342512132457862
25,2014-02-28,border_patrol,0.15130547289429436,0.8035474188122674,0.045149307801785575,-0.2633882002846409
26,2014-03-31,border_patrol,0.11384925784374762,0.8403731223891228,0.04578375255532862,-0.15569220513732024
27,2014-04-30,border_patrol,0.1046513432835822,0.8481465074626825,0.04719904477611958,-0.13241158208955084
28,2014-05-31,border_patrol,0.12538713012016936,0.8138462333634779,0.060768057888616216,-0.1434706034371368
29,2014-06-30,border_patrol,0.11878347337242344,0.8406459529710382,0.0405742912410077,-0.18553818835761704
30,2014-07-31,border_patrol,0.10830413865417025,0.8501861880383685,0.04150983778449425,-0.1555267460268699
31,2014-08-31,border_patrol,0.16139596808460507,0.7949574146640709,0.04365081913035269,-0.2581529814456398
32,2014-09-30,border_patrol,0.11119053739256143,0.8465947465659951,0.04221158325969954,-0.1551442364848605
33,2014-10-31,border_patrol,0.09788607295120819,0.849954760776874,0.05216129796305039,-0.09451467314069181
34,2014-11-30,border_patrol,0.11591739466991098,0.8362217184562576,0.04786298794647774,-0.14579630653543882
35,2014-12-31,border_patrol,0.12663670187229917,0.8359891982717299,0.03737193951032159,-0.18628688190110637
0,2012-01-31,bureau_of_land_management,0.02072894736842105,0.9411789473684206,0.03809473684210526,0.048651842105263104
1,2012-02-29,bureau_of_land_management,0.01726755852842809,0.9504448160535115,0.0322943143812709,0.024761872909698994
2,2012-03-31,bureau_of_land_management,0.035639344262295106,0.8982622950819681,0.06610491803278688,0.07765639344262298
3,2012-04-30,bureau_of_land_management,0.025573170731707312,0.9313201219512199,0.04310365853658539,0.04337652439024392
4,2012-05-31,bureau_of_land_management,0.03084387351778658,0.9238339920948608,0.04532411067193677,0.038219762845849846
5,2012-06-30,bureau_of_land_management,0.04454861111111114,0.8978246527777769,0.05762847222222218,0.023370833333333323
6,2012-07-31,bureau_of_land_management,0.019424737456242708,0.9071621936989526,0.07341423570595075,0.10623267211201923
7,2012-08-31,bureau_of_land_management,0.04056475583864123,0.913409766454351,0.04602547770700642,-0.010557324840764286
8,2012-09-30,bureau_of_land_management,0.024371584699453556,0.9301885245901637,0.04543989071038251,0.046230327868852485
9,2012-10-31,bureau_of_land_management,0.04258543417366949,0.9074453781512598,0.049963585434173646,0.038849859943977605
10,2012-11-30,bureau_of_land_management,0.03264765100671143,0.9220302013422824,0.04531543624161074,0.03291946308724833
11,2012-12-31,bureau_of_land_management,0.03326796116504855,0.9208873786407765,0.04584077669902907,0.0359652427184466
12,2013-01-31,bureau_of_land_management,0.10366753246753231,0.8712896103896091,0.025041558441558427,-0.23034116883116895
13,2013-02-28,bureau_of_land_management,0.03613598326359833,0.9228389121338911,0.04102719665271965,0.021337866108786598
14,2013-03-31,bureau_of_land_management,0.02550641025641026,0.9343942307692302,0.04010256410256412,0.04374743589743592
15,2013-04-30,bureau_of_land_management,0.03789169675090253,0.893436823104694,0.06867148014440437,0.07045703971119129
16,2013-05-31,bureau_of_land_management,0.06689183222958058,0.8876556291390717,0.04543929359823396,-0.05292980132450332
17,2013-06-30,bureau_of_land_management,0.03946524064171122,0.9199358288770049,0.04058556149732621,0.004930481283422456
18,2013-07-31,bureau_of_land_management,0.0341970588235294,0.9320176470588231,0.03378823529411766,0.0007482352941176432
19,2013-08-31,bureau_of_land_management,0.040236956521739156,0.9187782608695655,0.04098695652173913,0.004645652173913053
20,2013-09-30,bureau_of_land_management,0.05743125000000001,0.8970281249999994,0.04554062499999999,-0.054577812500000024
21,2013-10-31,bureau_of_land_management,0.046416243654822324,0.9170812182741115,0.036507614213197946,-0.025111675126903557
22,2013-11-30,bureau_of_land_management,0.03358881578947369,0.9090460526315787,0.05736513157894739,0.06750888157894738
23,2013-12-31,bureau_of_land_management,0.0698237082066869,0.8780851063829768,0.05209726443768995,-0.050092097264437745
24,2014-01-31,bureau_of_land_management,0.020356382978723407,0.9472553191489362,0.03238829787234041,0.0338345744680851
25,2014-02-28,bureau_of_land_management,0.02747272727272728,0.9154,0.05713030303030304,0.0658833333333333
26,2014-03-31,bureau_of_land_management,0.033937086092715237,0.9171589403973511,0.04890728476821189,0.026403973509933776
27,2014-04-30,bureau_of_land_management,0.06469226154769071,0.9044124175164984,0.030893521295740856,-0.08939553089382107
28,2014-05-31,bureau_of_land_management,0.09948771929824553,0.8552763157894793,0.04518245614035084,-0.13157456140350818
29,2014-06-30,bureau_of_land_management,0.08318974358974364,0.882464957264956,0.03433675213675214,-0.12743333333333356
30,2014-07-31,bureau_of_land_management,0.024211191335740075,0.943046931407942,0.03274548736462093,0.028732851985559613
31,2014-08-31,bureau_of_land_management,0.019971857410881793,0.9559530956848034,0.02407317073170732,0.011621951219512193
32,2014-09-30,bureau_of_land_management,0.04557812500000003,0.9095281250000001,0.044890625,-0.005309374999999975
33,2014-10-31,bureau_of_land_management,0.050397660818713455,0.9063187134502925,0.043277777777777776,-0.008413157894736765
34,2014-11-30,bureau_of_land_management,0.07278839590443682,0.8856518771331058,0.041556313993174075,-0.07344334470989763
35,2014-12-31,bureau_of_land_management,0.03780463576158938,0.8910264900662249,0.07117549668874171,0.07906026490066227
0,2012-01-31,central_intelligence_agency,0.059474576271186366,0.7052817796610199,0.23527330508474698,0.3806334745762703
1,2012-02-29,central_intelligence_agency,0.025522896698615554,0.7608008519701756,0.21369435569755074,0.46651970181043384
2,2012-03-31,central_intelligence_agency,0.02955784061696657,0.7111028277634959,0.2593470437017991,0.4725822622107942
3,2012-04-30,central_intelligence_agency,0.019845036319612583,0.7412966101694917,0.2388886198547235,0.48495096852299935
4,2012-05-31,central_intelligence_agency,0.024733181299885974,0.744196123147091,0.23108665906499587,0.45302827822120545
5,2012-06-30,central_intelligence_agency,0.05888368983957206,0.716089572192514,0.22501871657753972,0.3333065508021376
6,2012-07-31,central_intelligence_agency,0.020165909090909085,0.745154545454546,0.23468636363636386,0.46393636363636104
7,2012-08-31,central_intelligence_agency,0.0432927756653992,0.7204106463878346,0.23630228136882114,0.43306349809885686
8,2012-09-30,central_intelligence_agency,0.03750857142857145,0.7246571428571423,0.23781999999999978,0.40674057142856995
9,2012-10-31,central_intelligence_agency,0.1349521472392638,0.6810343558282232,0.18385766871165637,-0.01520539877300653
10,2012-11-30,central_intelligence_agency,0.06921829521829519,0.72712058212058,0.20364137214137237,0.3222056133056119
11,2012-12-31,central_intelligence_agency,0.037487421383647794,0.715625786163522,0.2468773584905661,0.4264650943396209
12,2013-01-31,central_intelligence_agency,0.042311387900355935,0.7313576512455523,0.22637188612099676,0.3733366548042684
13,2013-02-28,central_intelligence_agency,0.020027842227378186,0.7943085846867765,0.1856600928074253,0.42370058004640054
14,2013-03-31,central_intelligence_agency,0.04553173241852499,0.7169536878216118,0.23748627787306983,0.4899978559176695
15,2013-04-30,central_intelligence_agency,0.038134090909090895,0.7212386363636369,0.24063636363636373,0.42309136363636163
16,2013-05-31,central_intelligence_agency,0.039365187713310594,0.7227098976109196,0.23793515358361753,0.4219452218430006
17,2013-06-30,central_intelligence_agency,0.04392933618843684,0.7276638115631702,0.2284068522483936,0.3960781584582423
18,2013-07-31,central_intelligence_agency,0.04574999999999999,0.7316900584795347,0.22258771929824595,0.3997149122806992
19,2013-08-31,central_intelligence_agency,0.04602348993288605,0.7243053691275171,0.2296711409395971,0.40340822147650884
20,2013-09-30,central_intelligence_agency,0.03443142144638402,0.7148628428927677,0.2506982543640897,0.4360316708229406
21,2013-10-31,central_intelligence_agency,0.041671814671814675,0.6927644787644783,0.2655521235521234,0.3953254826254817
22,2013-11-30,central_intelligence_agency,0.07862289915966421,0.7758497899159782,0.14552415966386553,0.1836539915966388
23,2013-12-31,central_intelligence_agency,0.0558996960486322,0.7138449848024314,0.23027963525835854,0.33086261398176153
24,2014-01-31,central_intelligence_agency,0.0401606557377049,0.7235311475409826,0.23630819672131156,0.36859377049180286
25,2014-02-28,central_intelligence_agency,0.030511450381679385,0.7157290076335877,0.25375572519083966,0.445863358778625
26,2014-03-31,central_intelligence_agency,0.049828293736501106,0.7496835853131768,0.20046328293736604,0.35715950323973844
27,2014-04-30,central_intelligence_agency,0.038672330097087385,0.7184951456310675,0.24283009708737818,0.40618592233009515
28,2014-05-31,central_intelligence_agency,0.041207792207792214,0.6814913419913421,0.27731818181818174,0.4337764069264049
29,2014-06-30,central_intelligence_agency,0.008221243042671612,0.7438107606679002,0.24796846011131815,0.5306121521335794
30,2014-07-31,central_intelligence_agency,0.014463796477495109,0.7076937377690803,0.2778414872798445,0.5324212328767095
31,2014-08-31,central_intelligence_agency,0.03310772357723576,0.7435426829268298,0.2233638211382115,0.3055294715447141
32,2014-09-30,central_intelligence_agency,0.04636267605633798,0.685191901408451,0.26844190140845087,0.384157570422533
33,2014-10-31,central_intelligence_agency,0.07070646766169152,0.642651741293532,0.2866094527363185,0.31981442786069497
34,2014-11-30,central_intelligence_agency,0.04434210526315789,0.7181348684210542,0.2375411184210526,0.35961990131578675
35,2014-12-31,central_intelligence_agency,0.09206377551020413,0.7074226190476163,0.200541666666667,0.2018112244897945
0,2012-01-31,coast_guard,0.05987995140509565,0.8649577032514078,0.07516013939064659,0.025547607020683996
1,2012-02-29,coast_guard,0.04843250381500158,0.8438228078412869,0.10774392534335016,0.12544337363540026
2,2012-03-31,coast_guard,0.07305714975651063,0.8326567794904826,0.09428393769871554,0.04287560268845396
3,2012-04-30,coast_guard,0.11312711920310956,0.8220977637047563,0.0647773160058927,-0.11697904435210939
4,2012-05-31,coast_guard,0.05986317483428402,0.8523513161423716,0.0877875780681254,0.062314264914363426
5,2012-06-30,coast_guard,0.06905797969607134,0.8437322025348357,0.08720322845072379,0.0393739390882163
6,2012-07-31,coast_guard,0.06183785989423469,0.8467455768100918,0.09141910948619263,0.060697326499965135
7,2012-08-31,coast_guard,0.04949132437377719,0.8434245062780139,0.10708309672534531,0.12434633099880389
8,2012-09-30,coast_guard,0.13180504744464547,0.8325390191604319,0.03565546459235634,-0.07448364572393117
9,2012-10-31,coast_guard,0.06585585670962794,0.841243903209498,0.09290349380844067,0.05733671973717244
10,2012-11-30,coast_guard,0.09125894161150873,0.8418216338833261,0.06692337093315905,-0.042956353127620535
11,2012-12-31,coast_guard,0.09822092222986789,0.8321056253848547,0.0696811678197557,-0.05887279675444411
12,2013-01-31,coast_guard,0.061613534552396786,0.8672315487992945,0.07115576118087667,0.023381684658882167
13,2013-02-28,coast_guard,0.10782915184422383,0.8285712413405647,0.06360032453348267,-0.0954181801160805
14,2013-03-31,coast_guard,0.06313612890886443,0.8548271970928449,0.08203466577412358,0.042760858754901626
15,2013-04-30,coast_guard,0.053518699454000056,0.8640924504290296,0.0823853606469889,0.059942542797322716
16,2013-05-31,coast_guard,0.04829327248140635,0.8642989773495607,0.08741206051386076,0.08361148580121616
17,2013-06-30,coast_guard,0.04259067166147867,0.8698785944177636,0.08753078668284676,0.10137091225663376
18,2013-07-31,coast_guard,0.058070042860365975,0.8481515903451432,0.09373990525603454,0.08654366493721155
19,2013-08-31,coast_guard,0.05354302938960034,0.8430025244913285,0.10345478522983963,0.10472599472494397
20,2013-09-30,coast_guard,0.062183681651881866,0.8487054077081083,0.08911071016889678,0.06108898411266468
21,2013-10-31,coast_guard,0.059949260510718576,0.8550550601008121,0.08499972303772271,0.04839773998781324
22,2013-11-30,coast_guard,0.04464415946473378,0.8681648173961624,0.08719029829941323,0.09322741566768813
23,2013-12-31,coast_guard,0.05243402597402628,0.8576696753246826,0.08989038961038956,0.07837911688311573
24,2014-01-31,coast_guard,0.07051661076138462,0.8384635390341462,0.09083687910674067,0.04583350640996223
25,2014-02-28,coast_guard,0.0677120349529992,0.8374485634847103,0.0948385409770957,0.060754223487354674
26,2014-03-31,coast_guard,0.0498516841821615,0.8648702775532218,0.08527766100781427,0.08355726758285797
27,2014-04-30,coast_guard,0.09025600561756075,0.845033446670102,0.06470592800650328,-0.06311383694286155
28,2014-05-31,coast_guard,0.06734218435741138,0.8556192402432106,0.07703746807982424,0.035210126324823385
